N,iteration,monomers,imines,aldehydes
32700,3,32700,96980,1120
31300,10,31300,92748,1152
31400,10,31400,93075,1125
32900,3,32900,97525,1175
32800,3,32800,97236,1164
33400,3,33400,99117,1083
33300,3,33300,98757,1143
34500,1,34500,102407,1093
32400,7,32400,96076,1124
32100,9,32100,95169,1131
32200,9,32200,95519,1081
33700,3,33700,99966,1134
32300,7,32300,95789,1111
32500,3,32500,96338,1162
33100,4,33100,98175,1125
31500,10,31500,93398,1102
34000,2,34000,100877,1123
34100,2,34100,101121,1179
34200,2,34200,101445,1155
34300,2,34300,101710,1190
31700,10,31700,94058,1042
31600,10,31600,93721,1079
33000,4,33000,97886,1114
32000,9,32000,94898,1102
33800,3,33800,100239,1161
33200,3,33200,98440,1160
34400,2,34400,102124,1076
33900,3,33900,100541,1159
33500,4,33500,99359,1141
32600,4,32600,96738,1062
33600,4,33600,99651,1149
31800,10,31800,94299,1101
34500,2,34500,102356,1144
33400,4,33400,99054,1146
33300,4,33300,98739,1161
32700,4,32700,96983,1117
32800,4,32800,97273,1127
32900,4,32900,97588,1112
32400,8,32400,96126,1074
34600,1,34600,102669,1131
34700,1,34700,102934,1166
32300,8,32300,95799,1101
32100,10,32100,95215,1085
32200,10,32200,95451,1149
33100,5,33100,98138,1162
33700,4,33700,99925,1175
34000,3,34000,100886,1114
34100,3,34100,101176,1124
34200,3,34200,101433,1167
34300,3,34300,101706,1194
33000,5,33000,97871,1129
33500,5,33500,99376,1124
34800,1,34800,103247,1153
32000,10,32000,94897,1103
34400,3,34400,102034,1166
32500,4,32500,96386,1114
33600,5,33600,99670,1130
32600,5,32600,96655,1145
33800,4,33800,100285,1115
33900,4,33900,100573,1127
34900,1,34900,103528,1172
34500,3,34500,102304,1196
33200,4,33200,98429,1171
35000,1,35000,103813,1187
32400,9,32400,96065,1135
33400,5,33400,99089,1111
33300,5,33300,98724,1176
32300,9,32300,95787,1113
32700,5,32700,96976,1124
32800,5,32800,97255,1145
35100,1,35100,104159,1141
32900,5,32900,97559,1141
100200,1,100200,298647,1953
100100,1,100100,298295,2005
34600,2,34600,102669,1131
34700,2,34700,102897,1203
33100,6,33100,98161,1139
34000,4,34000,100822,1178
33700,5,33700,99941,1159
34100,4,34100,101146,1154
34200,4,34200,101469,1131
35200,1,35200,104461,1139
33500,6,33500,99374,1126
34300,4,34300,101738,1162
35300,1,35300,104696,1204
33000,6,33000,97853,1147
34400,4,34400,102032,1168
33600,6,33600,99666,1134
34800,2,34800,103288,1112
34500,4,34500,102332,1168
32400,10,32400,96101,1099
32600,6,32600,96641,1159
32300,10,32300,95777,1123
33800,5,33800,100256,1144
32500,5,32500,96382,1118
35400,1,35400,105007,1193
34900,2,34900,103582,1118
100800,1,100800,300421,1979
33900,5,33900,100558,1142
33300,6,33300,98793,1107
33400,6,33400,99076,1124
35000,2,35000,103744,1256
33200,5,33200,98470,1130
32800,6,32800,97334,1066
32700,6,32700,97010,1090
33100,7,33100,98195,1105
32900,6,32900,97529,1171
34600,3,34600,102649,1151
34700,3,34700,102925,1175
35100,2,35100,104171,1129
34000,5,34000,100843,1157
33500,7,33500,99367,1133
100600,1,100600,299827,1973
34100,5,34100,101143,1157
34200,5,34200,101425,1175
33000,7,33000,97880,1120
100500,1,100500,299509,1991
34300,5,34300,101740,1160
33700,6,33700,99902,1198
34400,5,34400,102026,1174
100700,1,100700,300151,1949
33600,7,33600,99677,1123
35200,2,35200,104449,1151
34500,5,34500,102360,1140
35300,2,35300,104750,1150
34800,3,34800,103197,1203
32600,7,32600,96674,1126
33300,7,33300,98786,1114
33400,7,33400,99111,1089
35500,1,35500,105299,1201
33100,8,33100,98208,1092
33800,6,33800,100261,1139
34900,3,34900,103511,1189
35400,2,35400,105021,1179
32500,6,32500,96448,1052
33900,6,33900,100542,1158
33200,6,33200,98464,1136
32800,7,32800,97270,1130
32700,7,32700,97008,1092
35600,1,35600,105608,1192
32900,7,32900,97585,1115
35000,3,35000,103855,1145
100400,1,100400,299190,2010
34600,4,34600,102708,1092
33500,8,33500,99366,1134
34000,6,34000,100842,1158
34700,4,34700,102942,1158
33000,8,33000,97864,1136
34100,6,34100,101110,1190
34200,6,34200,101438,1162
33600,8,33600,99681,1119
34300,6,34300,101745,1155
34400,6,34400,102020,1180
35100,3,35100,104151,1149
33700,7,33700,99967,1133
34500,6,34500,102365,1135
101000,1,101000,300954,2046
35200,3,35200,104406,1194
35300,3,35300,104732,1168
100300,1,100300,299020,1880
33300,8,33300,98772,1128
32600,8,32600,96688,1112
33400,8,33400,99040,1160
33100,9,33100,98150,1150
34800,4,34800,103209,1191
35500,2,35500,105309,1191
33800,7,33800,100251,1149
34900,4,34900,103582,1118
32500,7,32500,96407,1093
32700,8,32700,97004,1096
33200,7,33200,98473,1127
32800,8,32800,97267,1133
35400,3,35400,105039,1161
33900,7,33900,100554,1146
33500,9,33500,99363,1137
32900,8,32900,97559,1141
35600,2,35600,105598,1202
34000,7,34000,100856,1144
33000,9,33000,97873,1127
33600,9,33600,99616,1184
34100,7,34100,101168,1132
34600,5,34600,102686,1114
34200,7,34200,101446,1154
34400,7,34400,102070,1130
34300,7,34300,101742,1158
35000,4,35000,103805,1195
34700,5,34700,102989,1111
34500,7,34500,102385,1115
33700,8,33700,99999,1101
35100,4,35100,104137,1163
33100,10,33100,98190,1110
33300,9,33300,98791,1109
33400,9,33400,99070,1130
32600,9,32600,96697,1103
35200,4,35200,104435,1165
35300,4,35300,104731,1169
101700,1,101700,303074,2026
34800,5,34800,103262,1138
100900,1,100900,300723,1977
33500,10,33500,99411,1089
33000,10,33000,97846,1154
32500,8,32500,96385,1115
33600,10,33600,99663,1137
33200,8,33200,98468,1132
32700,9,32700,96984,1116
32800,9,32800,97263,1137
33800,8,33800,100308,1092
34000,8,34000,100896,1104
34900,5,34900,103543,1157
32900,9,32900,97606,1094
34500,8,34500,102360,1140
34100,8,34100,101173,1127
35500,3,35500,105340,1160
34400,8,34400,102070,1130
33900,8,33900,100554,1146
34200,8,34200,101420,1180
35400,4,35400,105016,1184
35600,3,35600,105568,1232
34300,8,34300,101756,1144
34600,6,34600,102611,1189
34700,6,34700,102893,1207
33700,9,33700,99967,1133
35000,5,35000,103844,1156
101500,1,101500,302546,1954
33300,10,33300,98735,1165
35100,5,35100,104109,1191
33400,10,33400,99063,1137
35700,1,35700,105929,1171
101200,1,101200,301673,1927
32600,10,32600,96675,1125
101600,1,101600,302793,2007
35200,5,35200,104449,1151
34800,6,34800,103236,1164
35300,5,35300,104772,1128
101800,1,101800,303356,2044
34000,9,34000,100880,1120
33200,9,33200,98428,1172
34500,9,34500,102364,1136
32800,10,32800,97302,1098
32700,10,32700,97009,1091
35800,1,35800,106252,1148
34400,9,34400,102079,1121
34100,9,34100,101154,1146
32500,9,32500,96419,1081
36000,1,36000,106858,1142
35900,1,35900,106554,1146
34200,9,34200,101458,1142
32900,10,32900,97604,1096
33800,9,33800,100287,1113
34300,9,34300,101702,1198
34900,6,34900,103497,1203
35500,4,35500,105354,1146
33900,9,33900,100543,1157
35600,4,35600,105606,1194
35400,5,35400,105079,1121
34600,7,34600,102676,1124
34700,7,34700,102951,1149
33700,10,33700,99969,1131
101100,1,101100,301325,1975
35000,6,35000,103852,1148
35700,2,35700,105961,1139
101300,1,101300,301827,2073
35100,6,35100,104122,1178
36200,1,36200,107411,1189
36100,1,36100,107132,1168
36300,1,36300,107756,1144
34500,10,34500,102361,1139
34000,10,34000,100885,1115
34800,7,34800,103253,1147
34400,10,34400,102072,1128
35200,6,35200,104478,1122
35300,6,35300,104784,1116
34100,10,34100,101107,1193
33200,10,33200,98492,1108
34200,10,34200,101465,1135
35800,2,35800,106278,1122
34300,10,34300,101714,1186
32500,10,32500,96378,1122
36000,2,36000,106852,1148
35900,2,35900,106509,1191
33800,10,33800,100250,1150
34900,7,34900,103555,1145
36400,1,36400,108030,1170
36500,1,36500,108294,1206
33900,10,33900,100572,1128
34600,8,34600,102645,1155
35600,5,35600,105624,1176
34700,8,34700,102930,1170
35500,5,35500,105356,1144
35400,6,35400,104979,1221
36600,1,36600,108629,1171
35000,7,35000,103862,1138
35700,3,35700,105935,1165
36700,1,36700,108906,1194
36300,2,36300,107745,1155
36800,1,36800,109218,1182
36100,2,36100,107100,1200
36200,2,36200,107466,1134
35100,7,35100,104134,1166
34800,8,34800,103218,1182
35800,3,35800,106236,1164
35200,7,35200,104450,1150
35300,7,35300,104711,1189
35900,3,35900,106498,1202
36000,3,36000,106815,1185
36900,1,36900,109517,1183
37000,1,37000,109759,1241
37100,1,37100,110068,1232
37300,1,37300,110690,1210
34900,8,34900,103525,1175
37200,1,37200,110368,1232
37400,1,37400,110955,1245
37500,1,37500,111289,1211
34600,9,34600,102618,1182
34700,9,34700,102970,1130
36400,2,36400,108010,1190
36500,2,36500,108299,1201
37600,1,37600,111636,1164
35500,6,35500,105358,1142
35400,7,35400,105045,1155
35600,6,35600,105605,1195
100800,2,100800,300408,1992
37700,1,37700,111880,1220
36600,2,36600,108575,1225
35700,4,35700,105912,1188
36300,3,36300,107748,1152
35000,8,35000,103835,1165
36700,2,36700,108918,1182
36800,2,36800,109233,1167
36100,3,36100,107118,1182
36200,3,36200,107452,1148
35100,8,35100,104132,1168
34800,9,34800,103291,1109
35800,4,35800,106230,1170
36000,4,36000,106838,1162
35900,4,35900,106531,1169
35200,8,35200,104434,1166
37100,2,37100,110121,1179
35300,8,35300,104753,1147
37000,2,37000,109800,1200
36900,2,36900,109518,1182
100100,2,100100,298299,2001
34600,10,34600,102682,1118
34700,10,34700,102944,1156
34900,9,34900,103512,1188
100200,2,100200,298683,1917
37200,2,37200,110400,1200
37400,2,37400,111053,1147
37300,2,37300,110715,1185
37500,2,37500,111307,1193
35400,8,35400,105074,1126
37600,2,37600,111592,1208
35500,7,35500,105357,1143
36400,3,36400,107991,1209
36500,3,36500,108279,1221
35600,7,35600,105610,1190
37700,2,37700,111882,1218
35700,5,35700,105942,1158
36600,3,36600,108607,1193
36300,4,36300,107749,1151
100700,2,100700,300053,2047
36800,3,36800,109229,1171
100600,2,100600,299804,1996
100500,2,100500,299516,1984
35000,9,35000,103830,1170
36700,3,36700,108930,1170
35800,5,35800,106255,1145
34800,10,34800,103276,1124
36100,4,36100,107122,1178
36000,5,36000,106774,1226
35900,5,35900,106519,1181
36200,4,36200,107400,1200
35100,9,35100,104103,1197
37100,3,37100,110069,1231
35200,9,35200,104435,1165
37000,3,37000,109796,1204
101000,2,101000,300991,2009
36900,3,36900,109544,1156
35300,9,35300,104731,1169
34900,10,34900,103560,1140
35400,9,35400,105032,1168
35500,8,35500,105324,1176
37600,3,37600,111591,1209
37200,3,37200,110387,1213
35700,6,35700,105939,1161
37400,3,37400,110985,1215
36400,4,36400,108011,1189
35600,8,35600,105662,1138
37300,3,37300,110694,1206
36500,4,36500,108321,1179
37500,3,37500,111312,1188
37800,1,37800,112213,1187
37900,1,37900,112509,1191
36300,5,36300,107733,1167
37700,3,37700,111914,1186
36800,4,36800,109206,1194
36600,4,36600,108607,1193
35000,10,35000,103829,1171
35800,6,35800,106205,1195
35900,6,35900,106536,1164
36000,6,36000,106817,1183
36700,4,36700,108882,1218
36100,5,36100,107133,1167
37100,4,37100,110134,1166
35100,10,35100,104166,1134
36200,5,36200,107392,1208
37000,4,37000,109807,1193
35200,10,35200,104463,1137
38000,1,38000,112790,1210
36900,4,36900,109469,1231
35300,10,35300,104695,1205
100400,2,100400,299235,1965
35700,7,35700,105918,1182
35400,10,35400,105032,1168
35500,9,35500,105317,1183
36300,6,36300,107693,1207
37600,4,37600,111603,1197
36800,5,36800,109232,1168
38100,1,38100,113089,1211
35600,9,35600,105691,1109
37200,4,37200,110373,1227
36400,5,36400,108014,1186
37700,4,37700,111890,1210
36500,5,36500,108290,1210
37400,4,37400,111015,1185
37300,4,37300,110684,1216
37800,2,37800,112192,1208
37500,4,37500,111267,1233
37900,2,37900,112446,1254
35800,7,35800,106250,1150
36600,5,36600,108636,1164
35900,7,35900,106599,1101
36000,7,36000,106811,1189
101700,2,101700,303090,2010
37100,5,37100,110074,1226
36100,6,36100,107141,1159
36700,5,36700,108917,1183
38200,1,38200,113362,1238
37000,5,37000,109816,1184
36200,6,36200,107427,1173
36900,5,36900,109474,1226
38300,1,38300,113626,1274
35700,8,35700,105931,1169
38000,2,38000,112782,1218
36300,7,36300,107712,1188
38400,1,38400,114015,1185
36800,6,36800,109208,1192
35500,10,35500,105375,1125
38500,1,38500,114254,1246
37600,5,37600,111586,1214
35600,10,35600,105627,1173
37700,5,37700,111901,1199
36400,6,36400,108022,1178
36500,6,36500,108347,1153
37200,5,37200,110428,1172
38100,2,38100,113065,1235
38600,1,38600,114583,1217
37400,5,37400,111005,1195
37800,3,37800,112179,1221
37300,5,37300,110733,1167
35800,8,35800,106203,1197
37900,3,37900,112516,1184
35900,8,35900,106480,1220
36000,8,36000,106878,1122
37500,5,37500,111328,1172
36600,6,36600,108584,1216
37100,6,37100,110117,1183
100300,2,100300,298919,1981
36100,7,36100,107125,1175
36700,6,36700,108881,1219
37000,6,37000,109814,1186
36900,6,36900,109498,1202
36200,7,36200,107429,1171
35700,9,35700,105942,1158
38200,2,38200,113433,1167
101500,2,101500,302537,1963
36300,8,36300,107768,1132
36800,7,36800,109233,1167
38300,2,38300,113668,1232
38000,3,38000,112811,1189
37600,6,37600,111594,1206
38400,2,38400,114014,1186
37700,6,37700,111903,1197
35800,9,35800,106215,1185
101600,2,101600,302779,2021
36400,7,36400,107993,1207
35900,9,35900,106492,1208
36500,7,36500,108319,1181
36000,9,36000,106813,1187
38500,2,38500,114293,1207
101200,2,101200,301595,2005
37200,6,37200,110432,1168
37400,6,37400,111032,1168
37800,4,37800,112188,1212
38100,3,38100,113028,1272
37300,6,37300,110662,1238
38800,1,38800,115142,1258
37900,4,37900,112513,1187
38700,1,38700,114903,1197
38600,2,38600,114612,1188
37500,6,37500,111314,1186
100900,2,100900,300672,2028
37100,7,37100,110140,1160
36600,7,36600,108602,1198
101800,2,101800,303428,1972
36100,8,36100,107163,1137
37000,7,37000,109821,1179
35700,10,35700,105953,1147
36900,7,36900,109515,1185
36300,9,36300,107727,1173
36700,7,36700,108930,1170
36800,8,36800,109184,1216
36200,8,36200,107388,1212
38200,3,38200,113389,1211
100800,3,100800,300402,1998
38300,3,38300,113679,1221
38000,4,38000,112837,1163
35800,10,35800,106202,1198
37600,7,37600,111573,1227
35900,10,35900,106490,1210
37700,7,37700,111865,1235
36000,10,36000,106809,1191
36400,8,36400,108056,1144
36500,8,36500,108296,1204
38400,3,38400,114026,1174
37200,7,37200,110363,1237
37400,7,37400,111020,1180
37100,8,37100,110126,1174
37800,5,37800,112197,1203
38500,3,38500,114277,1223
37900,5,37900,112552,1148
37300,7,37300,110692,1208
38100,4,38100,113082,1218
38800,2,38800,115102,1298
37500,7,37500,111315,1185
38600,3,38600,114548,1252
36600,8,36600,108617,1183
38700,2,38700,114806,1294
36300,10,36300,107734,1166
36100,9,36100,107122,1178
36800,9,36800,109177,1223
37000,8,37000,109830,1170
101100,2,101100,301346,1954
36900,8,36900,109470,1230
101300,2,101300,301838,2062
36700,8,36700,108926,1174
36200,9,36200,107433,1167
38900,1,38900,115501,1199
38200,4,38200,113392,1208
37600,8,37600,111589,1211
38300,4,38300,113634,1266
37700,8,37700,111898,1202
38000,5,38000,112821,1179
36400,9,36400,108007,1193
36500,9,36500,108299,1201
39000,1,39000,115818,1182
37100,9,37100,110115,1185
39200,1,39200,116358,1242
39100,1,39100,116087,1213
37200,8,37200,110377,1223
37800,6,37800,112199,1201
37400,8,37400,110945,1255
37900,6,37900,112482,1218
37300,8,37300,110676,1224
36800,10,36800,109207,1193
38400,4,38400,113955,1245
38100,5,38100,113093,1207
38500,4,38500,114251,1249
36600,9,36600,108593,1207
37500,8,37500,111253,1247
37000,9,37000,109818,1182
36100,10,36100,107115,1185
38600,4,38600,114567,1233
36900,9,36900,109509,1191
38800,3,38800,115174,1226
38700,3,38700,114847,1253
101000,3,101000,300998,2002
39300,1,39300,116662,1238
36200,10,36200,107457,1143
36700,9,36700,108844,1256
38900,2,38900,115445,1255
100500,3,100500,299563,1937
100700,3,100700,300137,1963
100600,3,100600,299808,1992
37600,9,37600,111569,1231
37700,9,37700,111899,1201
38200,5,38200,113418,1182
38300,5,38300,113670,1230
37100,10,37100,110118,1182
38000,6,38000,112795,1205
36400,10,36400,108015,1185
36500,10,36500,108322,1178
39000,2,39000,115804,1196
39100,2,39100,116070,1230
39200,2,39200,116361,1239
37200,9,37200,110414,1186
37800,7,37800,112215,1185
37400,9,37400,110946,1254
37900,7,37900,112469,1231
37000,10,37000,109729,1271
37300,9,37300,110711,1189
36900,10,36900,109485,1215
36600,10,36600,108634,1166
38100,6,38100,113127,1173
37500,9,37500,111335,1165
38400,5,38400,113971,1229
38500,5,38500,114295,1205
38600,5,38600,114585,1215
38800,4,38800,115185,1215
39300,2,39300,116631,1269
36700,10,36700,108901,1199
38700,4,38700,114882,1218
38900,3,38900,115454,1246
37700,10,37700,111837,1263
39400,1,39400,116943,1257
37600,10,37600,111592,1208
38200,6,38200,113399,1201
38300,6,38300,113692,1208
39600,1,39600,117580,1220
39500,1,39500,117250,1250
38000,7,38000,112746,1254
39700,1,39700,117859,1241
39800,1,39800,118196,1204
39900,1,39900,118450,1250
39000,3,39000,115715,1285
39200,3,39200,116435,1165
39100,3,39100,116110,1190
37800,8,37800,112224,1176
37200,10,37200,110414,1186
37400,10,37400,110988,1212
37300,10,37300,110702,1198
37900,8,37900,112470,1230
38100,7,38100,113072,1228
37500,10,37500,111318,1182
40000,1,40000,118763,1237
38400,6,38400,114020,1180
38500,6,38500,114281,1219
39300,3,39300,116630,1270
38600,6,38600,114545,1255
38800,5,38800,115203,1197
101700,3,101700,303119,1981
38700,5,38700,114898,1202
38900,4,38900,115451,1249
38200,7,38200,113363,1237
38300,7,38300,113714,1186
39400,2,39400,116991,1209
39600,2,39600,117585,1215
39500,2,39500,117262,1238
38000,8,38000,112837,1163
39700,2,39700,117847,1253
39800,2,39800,118092,1308
39900,2,39900,118436,1264
39000,4,39000,115763,1237
37800,9,37800,112172,1228
39200,4,39200,116381,1219
39100,4,39100,116109,1191
37900,9,37900,112516,1184
40500,1,40500,120276,1224
38100,8,38100,113108,1192
40400,1,40400,119944,1256
40100,1,40100,119009,1291
40200,1,40200,119326,1274
40300,1,40300,119666,1234
39300,4,39300,116722,1178
38500,7,38500,114323,1177
40000,2,40000,118729,1271
38400,7,38400,114033,1167
40600,1,40600,120561,1239
38600,7,38600,114546,1254
40700,1,40700,120804,1296
38900,5,38900,115464,1236
38800,6,38800,115153,1247
38700,6,38700,114925,1175
41100,1,41100,122080,1220
38300,8,38300,113672,1228
38200,8,38200,113408,1192
39500,3,39500,117280,1220
39600,3,39600,117571,1229
38000,9,38000,112797,1203
39400,3,39400,116929,1271
40800,1,40800,121173,1227
39700,3,39700,117842,1258
40900,1,40900,121427,1273
39800,3,39800,118162,1238
37800,10,37800,112174,1226
39900,3,39900,118464,1236
39000,5,39000,115748,1252
37900,10,37900,112447,1253
39100,5,39100,116089,1211
39200,5,39200,116384,1216
40500,2,40500,120210,1290
41000,1,41000,121726,1274
38100,9,38100,113023,1277
39300,5,39300,116674,1226
40400,2,40400,119971,1229
40100,2,40100,119050,1250
38900,6,38900,115486,1214
38500,8,38500,114301,1199
40300,2,40300,119659,1241
40700,2,40700,120851,1249
40200,2,40200,119347,1253
38600,8,38600,114602,1198
38400,8,38400,113982,1218
40000,3,40000,118759,1241
38800,7,38800,115131,1269
40600,2,40600,120570,1230
38700,7,38700,114918,1182
41100,2,41100,122026,1274
38300,9,38300,113715,1185
38200,9,38200,113441,1159
39500,4,39500,117249,1251
39600,4,39600,117595,1205
41200,1,41200,122355,1245
40800,2,40800,121098,1302
39900,4,39900,118442,1258
39700,4,39700,117870,1230
39000,6,39000,115784,1216
39800,4,39800,118202,1198
40900,2,40900,121427,1273
39400,4,39400,116975,1225
39100,6,39100,116062,1238
40500,3,40500,120263,1237
39200,6,39200,116365,1235
41300,1,41300,122619,1281
39300,6,39300,116594,1306
41600,1,41600,123508,1292
38900,7,38900,115473,1227
41400,1,41400,122929,1271
41500,1,41500,123271,1229
38500,9,38500,114267,1233
40700,3,40700,120861,1239
38600,9,38600,114496,1304
41900,1,41900,124418,1282
40400,3,40400,119951,1249
42000,1,42000,124726,1274
40100,3,40100,119101,1199
41700,1,41700,123828,1272
41800,1,41800,124162,1238
38400,9,38400,113970,1230
38800,8,38800,115186,1214
40300,3,40300,119693,1207
40200,3,40200,119324,1276
40000,4,40000,118730,1270
38300,10,38300,113707,1193
38700,8,38700,114876,1224
40600,3,40600,120533,1267
41100,3,41100,122057,1243
41000,2,41000,121775,1225
39500,5,39500,117274,1226
39600,5,39600,117522,1278
39900,5,39900,118490,1210
39000,7,39000,115769,1231
40500,4,40500,120259,1241
39100,7,39100,116058,1242
40800,3,40800,121145,1255
39200,7,39200,116362,1238
41200,2,41200,122297,1303
40900,3,40900,121475,1225
39700,5,39700,117884,1216
39800,5,39800,118164,1236
39400,5,39400,116972,1228
39300,7,39300,116698,1202
41300,2,41300,122637,1263
38900,8,38900,115407,1293
102000,1,102000,303985,2015
41600,2,41600,123478,1322
40700,4,40700,120851,1249
40100,4,40100,119071,1229
38800,9,38800,115193,1207
40400,4,40400,119969,1231
41700,2,41700,123881,1219
41900,2,41900,124438,1262
40000,5,40000,118766,1234
42000,2,42000,124698,1302
41800,2,41800,124128,1272
41400,2,41400,122934,1266
41500,2,41500,123210,1290
40200,4,40200,119302,1298
40300,4,40300,119699,1201
38700,9,38700,114877,1223
41100,4,41100,122019,1281
39500,6,39500,117265,1235
39600,6,39600,117575,1225
40600,4,40600,120549,1251
42100,1,42100,125070,1230
39900,6,39900,118434,1266
40500,5,40500,120252,1248
42200,1,42200,125280,1320
39000,8,39000,115756,1244
39100,8,39100,116079,1221
39200,8,39200,116375,1225
101900,1,101900,303709,1991
40800,4,40800,121189,1211
40900,4,40900,121415,1285
39700,6,39700,117893,1207
42300,1,42300,125668,1232
41200,3,41200,122341,1259
39800,6,39800,118186,1214
39300,8,39300,116638,1262
38900,9,38900,115509,1191
42400,1,42400,125958,1242
41000,3,41000,121774,1226
39400,6,39400,116971,1229
41300,3,41300,122638,1262
40700,5,40700,120793,1307
42500,1,42500,126206,1294
41600,3,41600,123475,1325
40100,5,40100,119083,1217
40400,5,40400,119947,1253
41100,5,41100,122041,1259
39500,7,39500,117247,1253
40000,6,40000,118763,1237
39600,7,39600,117542,1258
41700,3,41700,123849,1251
41900,3,41900,124441,1259
42000,3,42000,124715,1285
41800,3,41800,124086,1314
40300,5,40300,119628,1272
40200,5,40200,119371,1229
40600,5,40600,120585,1215
39900,7,39900,118470,1230
40500,6,40500,120235,1265
39000,9,39000,115746,1254
42100,2,42100,125039,1261
41400,3,41400,122914,1286
39100,9,39100,116062,1238
41500,3,41500,123212,1288
39200,9,39200,116325,1275
40800,5,40800,121132,1268
39300,9,39300,116631,1269
102200,1,102200,304612,1988
40900,5,40900,121383,1317
102300,1,102300,304864,2036
102100,1,102100,304315,1985
38900,10,38900,115460,1240
39700,7,39700,117862,1238
42200,2,42200,125295,1305
39800,7,39800,118135,1265
41200,4,41200,122355,1245
40700,6,40700,120824,1276
39400,7,39400,116973,1227
102400,1,102400,305255,1945
42600,1,42600,126558,1242
42700,1,42700,126800,1300
41300,4,41300,122667,1233
42300,2,42300,125665,1235
102500,1,102500,305483,2017
42400,2,42400,125898,1302
42500,2,42500,126229,1271
41600,4,41600,123542,1258
39500,8,39500,117244,1256
39600,8,39600,117578,1222
41100,6,41100,122018,1282
40100,6,40100,119051,1249
40400,6,40400,119957,1243
40000,7,40000,118771,1229
41000,4,41000,121755,1245
41700,4,41700,123848,1252
40500,7,40500,120209,1291
39900,8,39900,118451,1249
41900,4,41900,124459,1241
42000,4,42000,124759,1241
40300,6,40300,119662,1238
40200,6,40200,119383,1217
40600,6,40600,120605,1195
41800,4,41800,124153,1247
39300,10,39300,116633,1267
40800,6,40800,121121,1279
42100,3,42100,125049,1251
40900,6,40900,121459,1241
39700,8,39700,117911,1189
39800,8,39800,118146,1254
41400,4,41400,122936,1264
41200,5,41200,122262,1338
41500,4,41500,123215,1285
40700,7,40700,120786,1314
42800,1,42800,127104,1296
42200,3,42200,125365,1235
39400,8,39400,116949,1251
41300,5,41300,122648,1252
42700,2,42700,126785,1315
42600,2,42600,126536,1264
42400,3,42400,125922,1278
39500,9,39500,117281,1219
42300,3,42300,125558,1342
39600,9,39600,117570,1230
41100,7,41100,122005,1295
41600,5,41600,123521,1279
40500,8,40500,120300,1200
42500,3,42500,126250,1250
40100,7,40100,119042,1258
39900,9,39900,118466,1234
40400,7,40400,119981,1219
40000,8,40000,118767,1233
41700,5,41700,123858,1242
41000,5,41000,121759,1241
43000,1,43000,127723,1277
41900,5,41900,124415,1285
40200,7,40200,119319,1281
43100,1,43100,127995,1305
40300,7,40300,119690,1210
42000,5,42000,124737,1263
40600,7,40600,120533,1267
40800,7,40800,121102,1298
41800,5,41800,124120,1280
40900,7,40900,121452,1248
42900,1,42900,127390,1310
43200,1,43200,128328,1272
39700,9,39700,117916,1184
42100,4,42100,125038,1262
40700,8,40700,120902,1198
39800,9,39800,118171,1229
41400,5,41400,122930,1270
41500,5,41500,123240,1260
41200,6,41200,122319,1281
102700,1,102700,306146,1954
41300,6,41300,122609,1291
42800,2,42800,127083,1317
102800,1,102800,306331,2069
42200,4,42200,125302,1298
41100,8,41100,122035,1265
40500,9,40500,120212,1288
42700,3,42700,126851,1249
41600,6,41600,123567,1233
42600,3,42600,126494,1306
42400,4,42400,125894,1306
42300,4,42300,125598,1302
40100,8,40100,119038,1262
40400,8,40400,119964,1236
42500,4,42500,126262,1238
41700,6,41700,123845,1255
40800,8,40800,121158,1242
43000,2,43000,127664,1336
40200,8,40200,119322,1278
41900,6,41900,124417,1283
40300,8,40300,119617,1283
40600,8,40600,120583,1217
40900,8,40900,121360,1340
43100,2,43100,127986,1314
102600,1,102600,305806,1994
42000,6,42000,124789,1211
40700,9,40700,120913,1187
41000,6,41000,121783,1217
41800,6,41800,124173,1227
43200,2,43200,128326,1274
43300,1,43300,128611,1289
42900,2,42900,127394,1306
41400,6,41400,122993,1207
41200,7,41200,122287,1313
42100,5,42100,124979,1321
41500,6,41500,123265,1235
41300,7,41300,122644,1256
41100,9,41100,122004,1296
40500,10,40500,120283,1217
42800,3,42800,127096,1304
43700,1,43700,129789,1311
43600,1,43600,129570,1230
43400,1,43400,128838,1362
42200,5,42200,125335,1265
41600,7,41600,123489,1311
43500,1,43500,129231,1269
43800,1,43800,130111,1289
42700,4,42700,126776,1324
42400,5,42400,125917,1283
42600,4,42600,126450,1350
42300,5,42300,125588,1312
102000,2,102000,303967,2033
40800,9,40800,121163,1237
41700,7,41700,123796,1304
43900,1,43900,130340,1360
42500,5,42500,126237,1263
43000,3,43000,127717,1283
41900,7,41900,124406,1294
43100,3,43100,128035,1265
42000,7,42000,124775,1225
41800,7,41800,124147,1253
102900,1,102900,306691,2009
43200,3,43200,128272,1328
43300,2,43300,128593,1307
41400,7,41400,122915,1285
41200,8,41200,122315,1285
41500,7,41500,123241,1259
42100,6,42100,125004,1296
42900,3,42900,127398,1302
41300,8,41300,122631,1269
43700,2,43700,129756,1344
42800,4,42800,127087,1313
44000,1,44000,130718,1282
43600,2,43600,129519,1281
41600,8,41600,123507,1293
43400,2,43400,128938,1262
42200,6,42200,125363,1237
43500,2,43500,129213,1287
43800,2,43800,130114,1286
42700,5,42700,126849,1251
42400,6,42400,125906,1294
44200,1,44200,131341,1259
44400,1,44400,131880,1320
